© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Aspartate Degradation II	1.07E00	2.86E-01	NaN	GOT1,MDH1	
Clathrin-mediated endocytosis	1.07E00	1.08E-01	-2.138	AP2A2,APOB,CLTB,DNAJC6,DNM2,EPN1,FCHO2,GRB2,HIP1,RAB5C,SH3GL1,STON1,VAMP8,WASL	
Signaling by Insulin receptor	1.06E00	1.4E-01	-1.633	ATP6V0E1,ATP6V1B2,GRB2,MAPK3,NRAS,SHC1	
B Cell Activating Factor Signaling	1.06E00	1.4E-01	-2.236	CHUK,MAPK14,NFKB2,NFKBIE,RELA,TRAF3	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	1.06E00	9.31E-02	-2.556	AKT1,ATF2,CCL2,CEBPA,CHUK,CREB3,CSNK1A1,CSNK1D,CSNK1G1,CSNK1G3,CTNNB1,IL1R1,MAP2K2,MAPK14,MAPK3,MIF,NFKBIE,NRAS,PDIA3,PIK3R3,PIK3R5,PLCD3,PRKCI,RAF1,RAP1A,RELA,RIPK1,STAT3,TRADD,TRAF3,VEGFC	
TGF-β Signaling	1.05E00	1.13E-01	-0.302	CDC42,GRB2,MAP2K2,MAPK14,MAPK3,NRAS,RAF1,RAP1A,SMAD5,SOS2,TGFB2	
Caveolar-mediated Endocytosis Signaling	1.05E00	1.2E-01	-1.000	ABL1,ACTA2,ARCN1,COPB2,COPE,COPG1,DNM2,ITGA6,RAB5C	
Sulfur amino acid metabolism	1.04E00	1.67E-01	-1.000	AHCY,ETHE1,GOT1,TST	
Methionine Degradation I (to Homocysteine)	1.04E00	1.67E-01	-1.000	AHCY,AHCYL1,EEF1AKMT1,PRMT5	
SUMOylation of transcription cofactors	1.02E00	1.36E-01	-0.816	CBX4,PHC2,PIAS1,SAFB,SUMO2,UBE2I	
RAB geranylgeranylation	1.02E00	1.23E-01	-0.707	PTP4A2,RAB1A,RAB2A,RAB34,RAB44,RAB5C,RAB7A,RAB8A	
Transcriptional Regulation by E2F6	1.02E00	1.47E-01	-1.342	APAF1,EZH2,PCGF6,SUZ12,TFDP1	
Plasma lipoprotein assembly, remodeling, and clearance	1.02E00	1.18E-01	-3.000	ABCG1,AP2A2,APOA2,APOB,MYLIP,NR1H2,NR1H3,P4HB,PRKACA	
Macropinocytosis Signaling	1.02E00	1.18E-01	-1.414	ACTN4,ANKFY1,CDC42,NRAS,PIK3R3,PIK3R5,PRKCI,RAB34,RAP1A	
Glutaminergic Receptor Signaling Pathway (Enhanced)	1.01E00	9.23E-02	-2.191	ADCY3,AKT1,ATF2,CACNB1,CHUK,CREB3,DGKE,EIF4E,GLUD1,GNAI2,GOSR1,GOT1,HMOX1,MAPK14,MAPK3,MKNK1,MLST8,NFKB2,PDIA3,PIK3R3,PIK3R5,PLAAT4,PLB1,PLCD3,PRKACA,PRKCI,RPS6KB2,SCN1B,TGFB2,YKT6	
WNT/Ca+ pathway	9.94E-01	1.21E-01	-1.414	ATF2,CREB3,DVL3,NFKB2,PDIA3,PLCD3,RELA,ROR1	
Pulmonary Fibrosis Idiopathic Signaling Pathway	9.93E-01	9.2E-02	-1.461	ACTA2,AKT1,ATF2,BAX,BRAF,CTNNB1,EIF4EBP1,EZH1,EZH2,GRB2,LPAR1,MAPK14,MAPK3,NFKB2,NRAS,PIK3R3,PIK3R5,RAF1,RAP1A,RELA,RPS6KA1,RPS6KA2,RPS6KA5,RPS6KB2,SOS2,SRF,STAT3,STK38,SUZ12,TGFB2	
Signaling by NTRK2 (TRKB)	9.92E-01	1.6E-01	-2.000	GRB2,NRAS,PTPN11,SHC1	
Fcgamma receptor (FCGR) dependent phagocytosis	9.91E-01	1.02E-01	-2.500	ABL1,AHCYL1,CDC42,CRK,ELMO2,FGR,GRB2,HCK,IGKV3-20,LIMK1,MAPK3,NF2,SYK,VAV1,VAV3,WASL	
Interleukin-10 signaling	9.88E-01	1.33E-01	-2.449	CCL2,CCL4,CXCL10,CXCL2,IL1R1,STAT3	
Coronavirus Replication Pathway	9.88E-01	1.33E-01	-2.449	ARCN1,COPB2,COPE,COPG1,GSK3A,TUBA1B	
Signal regulatory protein family interactions	9.84E-01	1.88E-01	NaN	GRB2,PTPN11,PTPN6	
SUMOylation of DNA methylation proteins	9.84E-01	1.88E-01	NaN	CBX4,PHC2,UBE2I	
FOXO-mediated transcription of cell death genes	9.84E-01	1.88E-01	NaN	CITED2,FASLG,NFYC	
Extrinsic Prothrombin Activation Pathway	9.84E-01	1.88E-01	NaN	FGA,FGG,TFPI	
Superpathway of Citrulline Metabolism	9.84E-01	1.88E-01	NaN	ARG2,ASL,ASS1	
Adenosine Nucleotides Degradation II	9.84E-01	1.88E-01	NaN	ADA,LACC1,NT5C2	
Ethanol Degradation II	9.81E-01	1.43E-01	-2.236	ADH1B,AKR1A1,ALDH3B1,ALDH4A1,DHRS9	
IL-15 Production	9.73E-01	1.06E-01	-2.496	ABL1,DYRK1A,FES,FGR,HCK,JAK3,MAP2K5,MAP3K11,NFKB2,PRKCI,RELA,ROR1,SYK	
CSDE1 Signaling Pathway	9.72E-01	1.25E-01	-1.633	AKT1,APAF1,CCL2,CTNNB1,FUS,PIWIL4,PTBP1	
DNA Damage/Telomere Stress Induced Senescence	9.72E-01	1.25E-01	-0.378	ATM,CCNE1,CCNE2,H1-1,KAT5,MRE11,TERF2	
RAB GEFs exchange GTP for GDP on RABs	9.69E-01	1.12E-01	-1.265	AKT1,DENND1A,DENND1B,MON1B,RAB1A,RAB5C,RAB7A,RAB8A,TRAPPC2L,TRAPPC3	
Miro GTPase Cycle	9.63E-01	2.5E-01	NaN	RAP1GDS1,RHOT1	
Purine Ribonucleosides Degradation to Ribose-1-phosphate	9.63E-01	2.5E-01	NaN	ADA,LACC1	
Role of OCT4 in Mammalian Embryonic Stem Cell Pluripotency	9.53E-01	1.3E-01	NaN	ASH2L,CCNF,PCGF6,PHB1,TDRD7,WWP2	
IL-23 Signaling Pathway	9.53E-01	1.3E-01	-2.449	AKT1,NFKB2,PIK3R3,PIK3R5,RELA,STAT3	
SNARE Signaling Pathway	9.46E-01	1.03E-01	0.000	ADCY3,CACNB1,GOSR1,MYL6B,PRKACA,RAB1A,RAB2A,RAB7A,RAB8A,SGTA,SNCG,STXBP3,STXBP4,YKT6	
Regulation of Cellular Mechanics by Calpain Protease	9.45E-01	1.11E-01	-0.447	ACTN4,CAST,CCNE1,CCNE2,CDK4,GRB2,ITGA6,MAPK3,NRAS,RAP1A	
IL-17A Signaling in Gastric Cells	9.44E-01	1.54E-01	NaN	CXCL10,MAPK14,MAPK3,RELA	
Cysteine Biosynthesis III (mammalia)	9.44E-01	1.54E-01	-1.000	AHCY,AHCYL1,EEF1AKMT1,PRMT5	
RHO GTPases Activate WASPs and WAVEs	9.41E-01	1.39E-01	-1.342	ABL1,CDC42,GRB2,MAPK3,WASL	
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	9.41E-01	1.39E-01	-2.236	CITED2,CITED4,HSPD1,UBE2I,WWOX	
MIF-mediated Glucocorticoid Regulation	9.41E-01	1.39E-01	-2.236	MAPK3,MIF,NFKB2,NFKBIE,RELA	
Signaling by MET	9.4E-01	1.14E-01	-2.333	CRK,GRB2,NRAS,PTPN11,PTPN2,RAP1A,SH3GL1,SHC1,STAT3	
Oxytocin Signaling Pathway	9.27E-01	9.22E-02	-2.746	AKT1,ATF2,CACNB1,CAMKK2,CCDC51,CREB3,GJA1,GNAI2,GNB4,GRB2,MAP2K5,MAPK14,MAPK3,MYL6B,NFKB2,NRAS,PIK3R3,PIK3R5,PPP1R14A,PRKACA,PRKCI,RAF1,RAP1A,RELA,SHC1,SOS2	
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	9.22E-01	1.76E-01	NaN	GRB2,NRAS,SHC1	
Isoleucine Degradation I	9.22E-01	1.76E-01	NaN	ACAT1,BCAT1,ECHS1	
iNOS Signaling	9.2E-01	1.28E-01	-2.449	CHUK,JAK3,MAPK14,NFKB2,NFKBIE,RELA	
Signaling by PDGF	9.11E-01	1.21E-01	-2.646	CRK,GRB2,NRAS,PTPN11,STAT3,STAT5A,STAT5B	
RUNX1 regulates megakaryocyte differentiation and platelet function	9.11E-01	1.21E-01	0.378	ASH2L,DPY30,MOV10,NR4A3,TNRC6A,TNRC6C,WDR5	
Integration of energy metabolism	9.09E-01	1.07E-01	-1.265	ACLY,ADCY3,AHCYL1,GNAI2,GNB4,MLX,PPP2CA,PPP2R5D,PRKACA,RAP1A,RAPGEF3	
Noradrenaline and Adrenaline Degradation	9.03E-01	1.35E-01	-2.236	ADH1B,AKR1A1,ALDH3B1,ALDH4A1,DHRS9	
Complement System	9.03E-01	1.35E-01	-2.000	C1QA,C1QC,C1S,C3,C3AR1	
BMAL1:CLOCK,NPAS2 activates circadian gene expression	8.98E-01	1.48E-01	-1.000	BMAL2,MED1,NOCT,RXRA	
Glycolysis I	8.98E-01	1.48E-01	-2.000	ENO1,GPI,PGAM1,TPI1	
Gluconeogenesis I	8.98E-01	1.48E-01	-2.000	ENO1,GPI,MDH1,PGAM1	
Oxytocin in Brain Signaling Pathway	8.9E-01	9.55E-02	-2.065	AKT1,ATF2,CACNB1,CAMKK2,CASP5,CREB3,GNAI2,GNB4,MAP2K2,MAPK3,NFKB2,NRAS,PIK3R3,PIK3R5,PLAAT4,PLB1,PRKCI,RAF1,RAP1A	
Circadian Clock	8.83E-01	1.19E-01	-1.134	ATF2,CREM,CSNK1D,CUL1,MED1,RXRA,SKP1	
Abacavir ADME	8.74E-01	2.22E-01	NaN	ADAL,NT5C2	
Urea cycle	8.74E-01	2.22E-01	NaN	ARG2,ASS1	
Phosphatidylethanolamine Biosynthesis II	8.74E-01	2.22E-01	NaN	PCYT2,SELENOI	
Leucine Degradation I	8.74E-01	2.22E-01	NaN	BCAT1,MCCC1	
Folate Transformations I	8.74E-01	2.22E-01	NaN	MTHFS,SHMT1	
Gαi Signaling	8.73E-01	1E-01	-1.387	ADCY3,CCR4,GNAI2,GNB4,GRB2,LPAR1,MAPK3,NRAS,PRKACA,RAF1,RAP1A,SHC1,SOS2,STAT3	
PI Metabolism	8.67E-01	1.1E-01	-1.000	GDE1,GDPD1,MTMR14,MTMR6,PI4K2B,PIK3R3,PIK3R5,PITPNB,TNFAIP8L2	
Nicotinate metabolism	8.66E-01	1.67E-01	NaN	CD38,NADK,NNMT	
Human Embryonic Stem Cell Pluripotency	8.61E-01	9.45E-02	-1.606	AKT1,BRAF,CTNNB1,GRB2,JAK3,KLF4,MAP2K2,MAP2K5,NFYC,NRAS,PIK3R3,PIK3R5,PRKCI,RAF1,RAP1A,SMAD5,SOS2,STAT3,TGFB2	
Epoxysqualene Biosynthesis	8.57E-01	5E-01	NaN	FDFT1	
4-hydroxyproline Degradation I	8.57E-01	5E-01	NaN	ALDH4A1	
Spermidine Biosynthesis I	8.57E-01	5E-01	NaN	SRM	
Sulfate Activation for Sulfonation	8.57E-01	5E-01	NaN	PAPSS2	
Thiosulfate Disproportionation III (Rhodanese)	8.57E-01	5E-01	NaN	TST	
Xanthine and Xanthosine Salvage	8.57E-01	5E-01	NaN	LACC1	
Cardiolipin Biosynthesis II	8.57E-01	5E-01	NaN	PGS1	
Glycine Biosynthesis I	8.57E-01	5E-01	NaN	SHMT1	
Glutamate Biosynthesis II	8.57E-01	5E-01	NaN	GLUD1	
Glutamate Degradation X	8.57E-01	5E-01	NaN	GLUD1	
Nucleosome assembly	8.56E-01	1.22E-01	-1.633	CENPA,CENPO,CENPW,CENPX,RSF1,RUVBL1	
Signaling by ALK	8.55E-01	1.43E-01	-2.000	JAK3,PTPN6,SHC1,STAT3	
Glyoxylate metabolism and glycine degradation	8.55E-01	1.43E-01	-2.000	ALDH4A1,NDUFAB1,OGDH,PXMP2	
WNK Renal Signaling Pathway	8.47E-01	1.04E-01	-1.134	AKT1,ANAPC10,CUL1,CUL3,ELOC,MAPK14,PIK3R3,PIK3R5,PRKCI,RPS6KA5,SKP1	
Superpathway of Methionine Degradation	8.32E-01	1.28E-01	-1.342	AHCY,AHCYL1,EEF1AKMT1,GOT1,PRMT5	
Assembly of RNA Polymerase II Complex	8.26E-01	1.2E-01	-2.449	ERCC2,GTF2A2,GTF2F1,POLR2C,POLR2F,TAF7	
Regulation of TP53 Activity through Methylation	8.14E-01	1.58E-01	NaN	ATM,KMT5A,PRMT5	
Metabolism of cofactors	8.14E-01	1.58E-01	NaN	AKT1,COQ5,GCH1	
FOXO-mediated transcription	8.14E-01	1.58E-01	NaN	AKT1,TXNIP,YWHAG	
NFE2L2 regulating anti-oxidant/detoxification enzymes	8.14E-01	1.58E-01	NaN	HMOX1,MAFK,PRDX1	
Role of JAK2 in Hormone-like Cytokine Signaling	8.02E-01	1.13E-01	-1.134	PTPN11,PTPN6,SHC1,STAT3,STAT5A,STAT5B,VEGFC	
RHOBTB3 ATPase cycle	7.98E-01	2E-01	NaN	CCNE1,CUL3	
Transcriptional regulation of granulopoiesis	7.97E-01	1.18E-01	-2.000	CDK4,CEBPA,PML,RXRA,STAT3,TFDP1	
Androgen Signaling	7.93E-01	9.47E-02	-1.890	CACNB1,ERCC2,GNAI2,GNB4,GTF2A2,GTF2F1,H3-3A/H3-3B,MAPK3,NFKB2,POLR2C,POLR2F,PRKACA,PRKCI,RELA,SHC1,TAF7	
α-Adrenergic Signaling	7.89E-01	1.01E-01	-1.890	ADCY3,GNAI2,GNB4,GYS1,MAP2K2,MAPK3,NRAS,PRKACA,PRKCI,RAF1,RAP1A	
Xenobiotic Metabolism CAR Signaling Pathway	7.87E-01	9.28E-02	-1.698	ABCC1,ALDH3B1,ALDH4A1,CITED2,DNAJC7,HS2ST1,MAP2K2,MAP2K5,MAPK3,MED1,PPP2CA,PPP2R2A,PPP2R2D,PPP2R5D,PPP2R5E,PRKCI,RXRA,SCAND1	
Actin Cytoskeleton Signaling	7.82E-01	9.02E-02	-2.400	ACTA2,ACTN4,ARPC5L,CDC42,CRK,GRB2,IQGAP3,ITGA6,LIMK1,MAP2K2,MAPK3,MYL6B,NRAS,PIK3R3,PIK3R5,RAF1,RAP1A,SHC1,SOS2,VAV1,VAV3,WASL	
Platelet homeostasis	7.78E-01	1.05E-01	-3.000	APOB,FGR,GNB4,MAPK14,PPP2CA,PPP2R5D,PPP2R5E,PTPN11,PTPN6	
Protein ubiquitination	7.77E-01	1.33E-01	0.000	UBA6,UBE2D2,UBE2E1,UBE2H	
Apoptotic execution phase	7.69E-01	1.15E-01	-2.449	CASP7,CASP8,CTNNB1,FNTA,H1-1,KPNB1	
DAG and IP3 signaling	7.67E-01	1.22E-01	-0.447	ADCY3,AHCYL1,CAMKK2,GRK2,PRKACA	
SUMOylation of transcription factors	7.66E-01	1.5E-01	NaN	PIAS1,SUMO2,UBE2I	
Apelin Cardiomyocyte Signaling Pathway	7.54E-01	1.01E-01	-2.530	AKT1,GNAI2,MAPK14,MAPK3,MYL6B,PDIA3,PIK3R3,PIK3R5,PLCD3,PRKCI	
Molecular Mechanisms of Cancer	7.42E-01	8.06E-02	-2.528	ABL1,ADCY3,ADGRE1,AKT1,APAF1,ARHGEF11,ARHGEF2,ATM,BAK1,BAX,BRAF,C3AR1,CASP10,CASP7,CASP8,CCNE1,CCNE2,CCR4,CDC42,CDK4,CRK,CTNNB1,CYCS,E2F2,E2F4,E2F8,F2RL3,FADD,FASLG,GNAI2,GNB4,GPR141,GPR27,GPR4,GRB2,GSK3A,HAT1,HDAC4,HDAC7,IL1R1,ITGA6,JAK3,LAMTOR3,LPAR1,MAP2K2,MAPK14,MAPK3,MRE11,NFKB2,NFKBIE,NRAS,PIK3R3,PIK3R5,PRKACA,PRKCI,PTPN11,RAF1,RAP1A,RAPGEF3,RBL1,RELA,RHOB,RHOQ,RHOT1,SHC1,SMAD5,SOS2,TFDP1,TGFB2	
Formation of WDR5-containing histone-modifying complexes	7.37E-01	1.19E-01	0.447	ASH2L,DPY30,PHF20,TASP1,WDR5	
RHOA Signaling	7.36E-01	9.68E-02	-1.508	ACTA2,ANLN,ARHGAP1,ARHGAP5,ARHGAP9,ARHGEF11,ARPC5L,CDC42EP4,LIMK1,LPAR1,MYL6B,PKN1	
Metallothioneins bind metals	7.31E-01	1.82E-01	NaN	MT1F,MT2A	
Phenylalanine and tyrosine metabolism	7.31E-01	1.82E-01	NaN	HPD,PCBD1	
Alpha-protein kinase 1 signaling pathway	7.31E-01	1.82E-01	NaN	ALPK1,TIFA	
RHO GTPases activate PAKs	7.21E-01	1.43E-01	NaN	CDC42,LIMK1,NF2	
L1CAM interactions	7.19E-01	9.6E-02	-2.309	AP2A2,CSNK2A2,CSNK2B,DNM2,LYPLA2,MAP2K2,MAPK3,RPS6KA1,RPS6KA2,RPS6KA5,SCN1B,TUBA1B	
G-protein beta:gamma signalling	7.06E-01	1.25E-01	-1.000	AKT1,CDC42,GNB4,PIK3R5	
Gαs Signaling	7.03E-01	9.52E-02	-0.632	ADCY3,ATF2,BRAF,CREB3,GNAI2,GNB4,HCK,MAP2K2,MAPK3,PRKACA,RAP1A,RAPGEF3	
Signaling by NOTCH1	7E-01	1.03E-01	0.000	CCNC,CDK8,CUL1,FBXW7,HDAC4,HDAC7,ITCH,SKP1	
RHO GTPases regulate CFTR trafficking	6.96E-01	3.33E-01	NaN	RHOQ	
Proline catabolism	6.96E-01	3.33E-01	NaN	ALDH4A1	
SUMOylation of nuclear envelope proteins	6.96E-01	3.33E-01	NaN	UBE2I	
NADH Repair	6.96E-01	3.33E-01	NaN	NAXE	
Serine Biosynthesis	6.96E-01	3.33E-01	NaN	PSAT1	
Guanine and Guanosine Salvage I	6.96E-01	3.33E-01	NaN	LACC1	
5-aminoimidazole Ribonucleotide Biosynthesis I	6.96E-01	3.33E-01	NaN	GART	
Coenzyme A Biosynthesis	6.96E-01	3.33E-01	NaN	COASY	
S-methyl-5'-thioadenosine Degradation II	6.96E-01	3.33E-01	NaN	LACC1	
Proline Degradation	6.96E-01	3.33E-01	NaN	ALDH4A1	
Tetrahydrobiopterin Biosynthesis I	6.96E-01	3.33E-01	NaN	GCH1	
L-cysteine Degradation III	6.96E-01	3.33E-01	NaN	GOT1	
Inosine-5'-phosphate Biosynthesis II	6.96E-01	3.33E-01	NaN	PAICS	
Geranylgeranyldiphosphate Biosynthesis	6.96E-01	3.33E-01	NaN	FNTB	
Adenine and Adenosine Salvage I	6.96E-01	3.33E-01	NaN	LACC1	
Tetrahydrobiopterin Biosynthesis II	6.96E-01	3.33E-01	NaN	GCH1	
Formaldehyde Oxidation II (Glutathione-dependent)	6.96E-01	3.33E-01	NaN	AKR1A1	
Glutamate Degradation II	6.96E-01	3.33E-01	NaN	GOT1	
Tyrosine Biosynthesis IV	6.96E-01	3.33E-01	NaN	PCBD1	
N-acetylglucosamine Degradation I	6.96E-01	3.33E-01	NaN	GNPDA1	
Aspartate Biosynthesis	6.96E-01	3.33E-01	NaN	GOT1	
NOD1/2 Signaling Pathway	6.88E-01	8.99E-02	-2.000	CCL2,CHUK,FASLG,HSPA1A/HSPA1B,HSPA6,MAP2K2,MAPK14,MAPK3,NFKB2,NFKBIE,RBCK1,RELA,SLC15A3,TBK1,TGFB2,TRAF3,TRIM27	
Corticotropin Releasing Hormone Signaling	6.82E-01	9.21E-02	-1.387	ADCY3,ATF2,BRAF,CACNB1,CREB3,FASLG,GNAI2,MAP2K2,MAPK14,MAPK3,PRKACA,PRKCI,RAF1,RAP1A	
CDX Gastrointestinal Cancer Signaling Pathway	6.82E-01	8.91E-02	1.213	AKT1,BLM,BRAF,CHUK,CTNNB1,FASLG,JAK3,MAP2K2,MAPK14,MAPK3,NCF1,NFKB2,PIK3R3,PIK3R5,PNN,RELA,STAT3,TGFB2	
Maturity Onset Diabetes of Young (MODY) Signaling	6.8E-01	1.01E-01	NaN	APOA2,APOB,APOH,APOL3,APOL4,CACNB1,NFKB2,OGDH	
TBC/RABGAPs	6.8E-01	1.14E-01	-1.342	RAB5C,RAB7A,RAB8A,TBC1D10B,TBC1D2	
MIF Regulation of Innate Immunity	6.8E-01	1.14E-01	-2.236	MAPK3,MIF,NFKB2,NFKBIE,RELA	
CGAS-STING Signaling Pathway	6.77E-01	9.29E-02	-1.387	ABCC1,ATP6V0E1,ATP6V1B2,BAX,CCL2,CHUK,FASLG,GJA1,GSDMD,NFKB2,RELA,TBK1,TGFB2	
Vitamin D (calciferol) metabolism	6.72E-01	1.67E-01	NaN	SUMO2,UBE2I	
HDR through MMEJ (alt-NHEJ)	6.72E-01	1.67E-01	NaN	LIG3,MRE11	
γ-glutamyl Cycle	6.72E-01	1.67E-01	NaN	CHAC2,GGCT	
Tumor Microenvironment Pathway	6.55E-01	8.94E-02	-2.000	AKT1,BRAF,CCL2,FASLG,MAP2K2,MAPK3,NFKB2,NRAS,PIK3R3,PIK3R5,RAF1,RAP1A,RELA,STAT3,TGFB2,VEGFC	
Pathogen Induced Cytokine Storm Signaling Pathway	6.55E-01	8.36E-02	-3.772	AIM2,C3,CASP7,CASP8,CCL2,CCL4,CRP,CXCL10,CXCL2,CXCL9,FADD,FASLG,FGA,FGG,GSDMD,IL1R1,MAPK14,MAPK3,MLKL,NFKB2,NLRC4,RIPK1,STAT3,STAT5A,STAT5B,SYK,TBK1,TGFB2,TICAM1,TRADD,VEGFC	
GPER1 signaling	6.53E-01	1.11E-01	-1.342	ADCY3,GNAI2,GNB4,PRKACA,SHC1	
Gap junction trafficking and regulation	6.43E-01	1.18E-01	-2.000	CLTB,DNM2,GJA1,TUBA1B	
Nephrin family interactions	6.41E-01	1.3E-01	NaN	ACTN4,CD2AP,WASL	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	6.41E-01	1.3E-01	NaN	CCL2,CCL4,LCN2	
Apelin Pancreas Signaling Pathway	6.27E-01	1.09E-01	0.447	NFKB2,PIK3R3,PIK3R5,PRKACA,RELA	
Processing of SMDT1	6.19E-01	1.54E-01	NaN	PHB1,PHB2	
Azathioprine ADME	6.19E-01	1.54E-01	NaN	IMPDH1,TPMT	
Cleavage and Polyadenylation of Pre-mRNA	6.19E-01	1.54E-01	NaN	CPSF3,CSTF3	
Assembly of RNA Polymerase I Complex	6.19E-01	1.54E-01	NaN	POLR1A,POLR2F	
Cholesterol Biosynthesis I	6.19E-01	1.54E-01	NaN	DHCR24,FDFT1	
NAD Phosphorylation and Dephosphorylation	6.19E-01	1.54E-01	NaN	ACP1,NADK	
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	6.19E-01	1.54E-01	NaN	DHCR24,FDFT1	
Guanosine Nucleotides Degradation III	6.19E-01	1.54E-01	NaN	LACC1,NT5C2	
Cholesterol Biosynthesis III (via Desmosterol)	6.19E-01	1.54E-01	NaN	DHCR24,FDFT1	
Nucleotide Excision Repair Pathway	6.13E-01	1.14E-01	NaN	ERCC2,POLR2C,POLR2F,RAD23B	
Response to elevated platelet cytosolic Ca2+	6.13E-01	9.09E-02	-1.155	ACTN4,APOH,FGA,FGG,LGALS3BP,NHLRC2,ORM1,ORM2,STX4,STXBP3,TGFB2,VEGFC	
RAS processing	6.05E-01	1.25E-01	NaN	FNTA,FNTB,NRAS	
Signaling by ERBB4	6E-01	1.02E-01	-0.816	GRB2,ITCH,NRAS,SHC1,STAT5A,WWOX	
Multiple Sclerosis Signaling Pathway	5.99E-01	8.56E-02	-2.065	BAX,BRAF,C1QA,C1QC,C3,CASP8,EZH2,FADD,FASLG,MAPK14,MAPK3,NFKB2,NR1H3,PARP10,PARP14,PARP4,STK38,SUZ12,TGFB2	
2-ketoglutarate Dehydrogenase Complex	5.87E-01	2.5E-01	NaN	OGDH	
Heme Biosynthesis from Uroporphyrinogen-III I	5.87E-01	2.5E-01	NaN	UROD	
Eumelanin Biosynthesis	5.87E-01	2.5E-01	NaN	MIF	
Glutathione Redox Reactions II	5.87E-01	2.5E-01	NaN	PDIA3	
Proline Biosynthesis I	5.87E-01	2.5E-01	NaN	PYCR1	
Oxidized GTP and dGTP Detoxification	5.87E-01	2.5E-01	NaN	RUVBL2	
Rapoport-Luebering Glycolytic Shunt	5.87E-01	2.5E-01	NaN	PGAM1	
L-cysteine Degradation I	5.87E-01	2.5E-01	NaN	GOT1	
N-acetylglucosamine Degradation II	5.87E-01	2.5E-01	NaN	GNPDA1	
Phenylalanine Degradation I (Aerobic)	5.87E-01	2.5E-01	NaN	PCBD1	
Fatty Acid β-oxidation III (Unsaturated, Odd Number)	5.87E-01	2.5E-01	NaN	ECI1	
CCR3 Signaling in Eosinophils	5.85E-01	8.96E-02	-2.333	GNAI2,GNB4,LIMK1,MAP2K2,MAPK14,MAPK3,NRAS,PIK3R3,PIK3R5,PRKCI,RAF1,RAP1A	
Synaptic Long Term Depression	5.81E-01	8.59E-02	-0.775	CACNB1,GNAI2,MAP2K2,MAPK3,NRAS,PDIA3,PLAAT4,PLB1,PLCD3,PPP2CA,PPP2R2A,PPP2R2D,PPP2R5D,PPP2R5E,PRKCI,RAF1,RAP1A	
Meiotic recombination	5.79E-01	1.04E-01	-0.447	ATM,BLM,CDK4,MLH1,MRE11	
Visual phototransduction	5.79E-01	1E-01	0.000	CAMKMT,DHRS9,FNTA,FNTB,NMT1,RGS9	
Carnitine metabolism	5.72E-01	1.43E-01	NaN	RXRA,SLC25A20	
Regulation of TP53 Activity through Association with Co-factors	5.72E-01	1.43E-01	NaN	AKT1,PHF20	
Glutamate and glutamine metabolism	5.72E-01	1.43E-01	NaN	GLUD1,PYCR1	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	5.72E-01	1.43E-01	NaN	GOT1,HPD	
Cholesterol biosynthesis	5.72E-01	1.2E-01	NaN	DHCR24,FDFT1,FDPS	
Neuroinflammation Signaling Pathway	5.59E-01	8.2E-02	-3.800	AKT1,ATF2,CASP8,CCL2,CHUK,CREB3,CRP,CTNNB1,CXCL10,FASLG,HMOX1,IL1R1,JAK3,MAPK14,MAPK3,NCF1,NFKB2,PIK3R3,PIK3R5,RELA,RIPK1,SYK,TBK1,TGFB2,TICAM1,TRAF3	
Detoxification of Reactive Oxygen Species	5.59E-01	1.08E-01	-1.000	CYCS,NCF1,P4HB,PRDX1	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	5.53E-01	9.3E-02	-2.828	CCL2,CCL4,CXCL10,MX1,NFKB2,OAS1,OAS2,TICAM1	
Signaling by ERBB2	5.35E-01	1E-01	-2.236	AKT1,GRB2,NRAS,RNF41,SHC1	
Netrin-1 signaling	5.35E-01	1E-01	-1.342	CDC42,MAPK14,PITPNA,PTPN11,WASL	
RNA Polymerase I Transcription	5.35E-01	1E-01	-2.236	ERCC2,MAPK3,POLR1A,POLR1H,POLR2F	
NoRC negatively regulates rRNA expression	5.34E-01	1.05E-01	-2.000	BAZ2A,SAP18,SAP30,SAP30L	
Fanconi Anemia Pathway	5.34E-01	1.05E-01	-2.000	CENPX,FANCE,FANCG,WDR48	
Response of EIF2AK1 (HRI) to heme deficiency	5.3E-01	1.33E-01	NaN	ATF5,TRIB3	
Telomere Extension by Telomerase	5.3E-01	1.33E-01	NaN	MRE11,TERF2	
Choline Biosynthesis III	5.3E-01	1.33E-01	NaN	HMOX1,PCYT1A	
Autism Signaling Pathway	5.25E-01	8.12E-02	-1.225	AKT1,ALDH3B1,ALDH4A1,BRAF,CACNB1,CAMKK2,CCL2,CTNNB1,DVL3,EIF4E,EIF4EBP1,FASLG,MAP2K2,MAPK3,MLST8,NRAS,PIK3R3,PIK3R5,PRKACA,RAF1,RAP1A,RPS6KA1,RXRA,SOS2,TGFB2	
