© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	2.36E00	1.35E-01	-1.604	C1QB,C5AR1,CASP1,CCL5,EIF2AK2,EIF2S1,IFIH1,IL1B,MYD88,NLRP3,OAS3,PIK3C3,PIK3CB,RELB,TGFB1,TLR1,TLR4,TNFSF10,TNFSF13B,TNFSF14,TNFSF4	
Neuregulin Signaling	2.35E00	1.45E-01	1.000	AKT3,CDKN1B,CRKL,EGF,ERBIN,HSP90AA1,HSP90B1,ITGA2,ITGB1,ITGB2,ITGB5,KRAS,PTEN,RALB,RAP1B,RAP2B,RPS6	
p53 Signaling	2.35E00	1.53E-01	0.577	AKT3,BIRC5,CCND2,CDKN1A,GADD45B,GNL3,GSK3B,HDAC9,JUN,PCNA,PIK3C3,PIK3CB,PTEN,THBS1,TOPBP1	
ROBO SLIT Signaling Pathway	2.34E00	1.42E-01	1.886	AKT3,APP,ARF6,ARPC2,ARPC3,CDKN1A,FOS,GSK3B,JUN,MYL12A,NCK2,PAK1,PAK2,PRKACB,PRKAR1A,PRKAR2B,TGFB1,USP33	
Fcgamma receptor (FCGR) dependent phagocytosis	2.33E00	1.34E-01	-0.688	ABI1,ABI2,ARPC2,ARPC3,BRK1,FCGR1A,FCGR3A/FCGR3B,HSP90AA1,IGHG1,IGKC,IGKV1-5,IGKV4-1,IGLC2,ITPR1,ITPR2,NCKAP1,PAK1,PIK3CB,PTK2,WASF3,WIPF1	
Role of BRCA1 in DNA Damage Response	2.33E00	1.63E-01	0.000	BARD1,BRD7,CDKN1A,FANCL,NBN,PLK1,RAD51,RPA1,SMARCA2,SMARCD3,STAT1,TOPBP1,UIMC1	
Telomerase Signaling	2.32E00	1.48E-01	0.832	AKT3,CDKN1A,EGF,ELK3,HDAC9,HSP90AA1,HSP90B1,KRAS,PIK3C3,PIK3CB,PPM1L,PPP2R5C,RALB,RAP1B,RAP2B,TPP1	
VEGF Signaling	2.31E00	1.52E-01	1.155	ACTN1,AKT3,EIF2S1,EIF2S2,KRAS,PIK3C3,PIK3CB,PTK2,PXN,RALB,RAP1B,RAP2B,ROCK2,VCL,YWHAE	
TR/RXR Activation	2.3E00	1.41E-01	0.471	AKT3,BCL3,CCNA2,FOXM1,H3-3A/H3-3B,H3C3,HP,MBP,ME1,NCOA2,NCOA4,NRGN,PCNA,PIK3C3,PIK3CB,PPARG,TBL1XR1,THRB	
White Adipose Tissue Browning Pathway	2.3E00	1.38E-01	0.728	CAMP,CEBPB,CREB5,CTBP2,GNAS,GUCY1A1,GUCY1B1,ITPR1,ITPR2,LDHA,PPARG,PRKAA1,PRKACB,PRKAR1A,PRKAR2B,PRKG1,RARA,RARG,THRB	
Thrombopoietin Signaling	2.29E00	1.75E-01	-0.302	FOS,GAB2,JUN,KRAS,MPL,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B,STAT1	
Insulin Secretion Signaling Pathway	2.27E00	1.16E-01	0.365	AGO4,CLCN3,CREB5,DLD,EIF2S1,EIF2S2,EIF4EBP2,EIF4G3,GNAQ,GNAS,GUCY1A1,GUCY1B1,ITPR1,ITPR2,PAIP1,PIK3C3,PIK3CB,PLCB4,PLCH1,PRKACB,PRKAR1A,PRKAR2B,RAP1B,SEC11C,SEC61B,SEC61G,SLC2A5,SRP14,SRP72,STAT1,STAT6,VAMP3	
Intrinsic Pathway for Apoptosis	2.25E00	1.82E-01	0.000	AKT3,BCL2L11,BID,C1QBP,DYNLL1,GZMB,PPP3R1,YWHAB,YWHAE,YWHAZ	
E3 ubiquitin ligases ubiquitinate target proteins	2.25E00	1.82E-01	-3.162	BCL10,H2BC13,H2BC14,H2BC17,H2BC3,PCNA,UBC,UBE2D1,UBE2D3,UBE2N	
Apelin Adipocyte Signaling Pathway	2.25E00	1.54E-01	-0.905	CAT,GNAI3,GSTA1,GSTP1,GUCY1A1,GUCY1B1,MGST1,NCF2,PRDX6,PRKAA1,PRKACB,PRKAR1A,PRKAR2B,RAC2	
Sonic Hedgehog Signaling	2.24E00	2.26E-01	-2.000	ARRB2,CCNB2,CDK1,GSK3B,PRKACB,PRKAR1A,PRKAR2B	
Nitric Oxide Signaling in the Cardiovascular System	2.24E00	1.42E-01	2.183	AKT3,ATP2A2,CALM1 (includes others),GUCY1A1,GUCY1B1,HSP90AA1,HSP90B1,ITPR1,ITPR2,PDE5A,PIK3C3,PIK3CB,PRKAA1,PRKACB,PRKAR1A,PRKAR2B,PRKG1	
PI Metabolism	2.23E00	1.59E-01	2.496	INPP4B,MTMR10,MTMR12,MTMR3,PIK3C3,PIK3CB,PIP4K2A,PIP5K1C,PLEKHA5,PTEN,RAB14,RUFY1,SACM1L	
Heme signaling	2.23E00	1.91E-01	-2.121	BACH1,CHD9,LY96,MEF2C,NCOA2,NRIP1,SMARCD3,TBL1XR1,TLR4	
NLR signaling pathways	2.2E00	1.79E-01	-1.897	APP,CASP1,CASP4,NLRP3,PANX1,PYCARD,TNFAIP3,TXN,UBC,UBE2N	
Cell Cycle Control of Chromosomal Replication	2.2E00	1.79E-01	-1.265	CDK1,CDK19,CDK6,MCM4,MCM7,ORC4,PCNA,RPA1,RPA3,TOP2A	
EGF Signaling	2.2E00	1.79E-01	0.632	AKT3,EGF,FOS,ITPR1,ITPR2,JUN,PIK3C3,PIK3CB,RASA1,STAT1	
Synthesis of Lipoxins (LX)	2.19E00	5E-01	NaN	ALOX5AP,HPGD,PTGR1	
Aldosterone Signaling in Epithelial Cells	2.18E00	1.28E-01	2.530	DNAJA1,DNAJB1,DNAJB11,DNAJB6,DNAJC13,DNAJC16,DNAJC5,DUSP1,HSP90AA1,HSP90B1,HSPA5,HSPA9,ITPR1,ITPR2,KRAS,PIK3C3,PIK3CB,PIP4K2A,PIP5K1C,PLCB4,PLCH1,SLC9A1	
Activation of IRF by Cytosolic Pattern Recognition Receptors	2.18E00	1.69E-01	-1.265	IFIH1,IFIT2,IFNAR1,ISG15,JUN,NFKBIA,NFKBIB,PPIB,RELB,STAT1,ZBP1	
Regulation of TP53 Activity through Phosphorylation	2.16E00	1.51E-01	-2.138	AURKB,BARD1,CCNA2,NBN,PLK3,PRKAA1,RPA1,RPA3,SSRP1,TAF12,TAF15,TOPBP1,TPX2,UBC	
TNFR2 Signaling	2.16E00	2.19E-01	-1.342	FOS,JUN,NAIP,NFKBIA,NFKBIB,RELB,TNFAIP3	
G alpha (i) signalling events	2.16E00	1.16E-01	0.365	ADRA2A,ANXA1,APP,C5AR1,CCL5,CCR1,CXCL5,CXCR1,CXCR2,FPR1,FPR2,GNAI3,GNAS,GNAZ,GNB1,GNB2,GNB5,GNG10,GNG11,GNG2,GNG5,LPAR5,P2RY12,P2RY13,PF4,PPBP,RGS10,RGS18,RGS19,RGS6	
Transcriptional Regulation by VENTX	2.15E00	2E-01	-1.414	AGO4,ANAPC11,ANAPC15,ANAPC5,CDC26,CEBPB,UBE2D1,UBE2S	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	2.13E00	1.6E-01	1.265	GNAI3,GNAQ,GNAS,GUCY1A1,GUCY1B1,ITPR1,ITPR2,PLCB4,PLCH1,PRKACB,PRKAR1A,PRKAR2B	
Glutamate Receptor Signaling	2.13E00	1.67E-01	NaN	CALM1 (includes others),GLS,GNB1,GNB2,GNB5,GNG10,GNG11,GNG2,GNG5,GRINA,HOMER2	
G alpha (q) signalling events	2.13E00	1.26E-01	0.426	ANXA1,APP,AVPR1A,F2R,FFAR2,FPR2,GNAQ,GNB1,GNB2,GNB5,GNG10,GNG11,GNG2,GNG5,LPAR5,LPAR6,OXTR,P2RY1,PLCB4,RGS18,RGS19,RGS2	
GDNF Family Ligand-Receptor Interactions	2.09E00	1.58E-01	0.333	FOS,IRS1,ITPR1,ITPR2,JUN,KRAS,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B,RASA1	
Signaling by PDGF	2.09E00	1.72E-01	1.265	CRKL,KRAS,NCK2,PDGFA,PIK3CB,PTPN12,RASA1,STAT1,STAT6,THBS1	
Prolactin Signaling	2.08E00	1.47E-01	0.000	CEBPB,FOS,IRF1,IRS1,JUN,KRAS,NMI,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B,SOCS3,STAT1	
GP1b-IX-V activation signalling	2.07E00	3.33E-01	2.000	GP1BA,GP5,GP9,YWHAZ	
STAT3 Pathway	2.06E00	1.33E-01	-0.277	BMP6,CDC25A,CDKN1A,CSF2RB,CXCR1,CXCR2,EGF,IFNAR1,IL18RAP,IL1B,KRAS,MAP3K20,PIM1,RALB,RAP1B,RAP2B,SOCS3,TGFB1	
Sleep NREM Signaling Pathway	2.06E00	1.39E-01	-2.000	CREB5,GNAI3,GNAS,GUCY1A1,GUCY1B1,KRAS,PRKACB,PRKAR1A,PRKAR2B,RALB,RAP1B,RAP2B,XRCC5,YWHAB,YWHAE,YWHAZ	
EIF2 Signaling	2.05E00	1.17E-01	-0.728	AGO4,AKT3,DDIT3,EIF2AK2,EIF2S1,EIF2S2,EIF3M,EIF4G3,GSK3B,HSPA5,KRAS,MT-TM,PAIP1,PIK3C3,PIK3CB,PPP1CA,PPP1CB,RALB,RAP1B,RAP2B,RPL24,RPL36AL,RPLP0,RPS2,RPS24,RPS6,RPSA	
Signaling by NOTCH3	2.05E00	1.8E-01	0.333	ADAM10,EGF,MAML3,PBX1,PTCRA,RBPJ,STAT1,UBC,YBX1	
Melanoma Signaling	2.05E00	1.8E-01	0.707	AKT3,CDKN1A,KRAS,PIK3C3,PIK3CB,PTEN,RALB,RAP1B,RAP2B	
TREM1 Signaling	2.04E00	1.56E-01	-2.111	AKT3,CASP1,ICAM1,IL1B,ITGB1,MPO,MYD88,NLRP3,RELB,TLR1,TLR4,TYROBP	
Circadian Clock	2.03E00	1.69E-01	1.000	CHD9,MEF2C,NCOA2,NFIL3,NRIP1,PPP1CA,PPP1CB,SMARCD3,TBL1XR1,UBC	
Calcium Signaling	2.03E00	1.18E-01	2.357	ASPH,ATP2A2,ATP2B4,ATP2C1,CALM1 (includes others),CALR,CHP1,CREB5,GRINA,HDAC9,ITPR1,ITPR2,MCU,MEF2C,NFAT5,PPP3R1,PRKACB,PRKAR1A,PRKAR2B,RAP1B,RAP2B,SLC8A1,TNNC2,TPM1,TPM4,TRPC6	
PDGF Signaling	2.02E00	1.49E-01	-0.277	CRKL,EIF2AK2,FOS,JUN,KRAS,PDGFA,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B,RASA1,STAT1	
Cellular response to heat stress	2E00	1.44E-01	-0.632	BAG5,DNAJB1,DNAJB6,GSK3B,HSBP1,HSP90AA1,HSPA5,HSPA9,NUP214,NUP50,RPA1,RPA3,SEC13,YWHAE	
GP6 Signaling Pathway	1.99E00	1.34E-01	1.000	ADAM10,AKT3,APBB1IP,CALM1 (includes others),COL17A1,COL24A1,FGB,GRAP2,GSK3B,ITPR1,PIK3C3,PIK3CB,PTK2,RAP1B,RASGRP2,RHOG,TLN1	
Role of JAK1 and JAK3 in γc Cytokine Signaling	1.99E00	1.59E-01	NaN	IL7,IRS1,KRAS,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B,SOCS3,STAT1,STAT6	
Endometrial Cancer Signaling	1.98E00	1.67E-01	1.414	AKT3,GSK3B,ILK,KRAS,PIK3C3,PIK3CB,PTEN,RALB,RAP1B,RAP2B	
Melanocyte Development and Pigmentation Signaling	1.97E00	1.43E-01	1.732	CREB5,GNAS,GUCY1A1,GUCY1B1,KRAS,PIK3C3,PIK3CB,PRKACB,PRKAR1A,PRKAR2B,RALB,RAP1B,RAP2B,RPS6KC1	
UVA-Induced MAPK Signaling	1.97E00	1.43E-01	1.265	FOS,JUN,KRAS,PARP9,PIK3C3,PIK3CB,PLCB4,PLCH1,RALB,RAP1B,RAP2B,RPS6KC1,STAT1,TIPARP	
Assembly and cell surface presentation of NMDA receptors	1.96E00	1.86E-01	1.414	DLG1,LIN7A,LIN7C,TUBA1A,TUBA1C,TUBA4A,TUBA8,TUBB1	
BMAL1:CLOCK,NPAS2 activates circadian gene expression	1.95E00	2.22E-01	0.000	BHLHE40,CHD9,NAMPT,NCOA2,SMARCD3,TBL1XR1	
Coagulation System	1.94E00	2E-01	-0.378	F13A1,F2R,F5,FGB,PLAUR,PROS1,SERPINA1	
IL-9 Signaling	1.94E00	2E-01	1.633	BCL3,IRS1,PIK3C3,PIK3CB,RELB,SOCS3,STAT1	
Dissolution of Fibrin Clot	1.94E00	3.08E-01	-2.000	ANXA2,HRG,PLAUR,S100A10	
Advanced glycosylation endproduct receptor signaling	1.94E00	3.08E-01	0.000	APP,HMGB1,LGALS3,S100A12	
Apelin Cardiomyocyte Signaling Pathway	1.93E00	1.41E-01	1.604	AKT3,ATP2A2,CAT,GNAI3,ITPR1,MYL12A,MYLK,PIK3C3,PIK3CB,PLCB4,PLCH1,SLC8A1,SLC9A1,TGFB1	
Glioblastoma Multiforme Signaling	1.92E00	1.23E-01	1.698	AKT3,CCND2,CDK6,CDKN1A,CDKN1B,EGF,GSK3B,ITPR1,ITPR2,KRAS,PDGFA,PIK3C3,PIK3CB,PLCB4,PLCH1,PTEN,RAC2,RALB,RAP1B,RAP2B,RHOG	
Dopamine Receptor Signaling	1.92E00	1.5E-01	NaN	GUCY1A1,GUCY1B1,PPM1L,PPP1CA,PPP1CB,PPP1R11,PPP1R7,PPP2R5C,PRKACB,PRKAR1A,PRKAR2B,SLC18A2	
cAMP-mediated signaling	1.91E00	1.14E-01	-0.408	ADRA2A,CALM1 (includes others),CREB5,CXCR2,DUSP1,FPR1,FPR2,GNAI3,GNAO1,GNAS,GRK4,GUCY1A1,GUCY1B1,HRH2,P2RY12,P2RY13,PDE3A,PDE5A,PPP3R1,PRKACB,PRKAR1A,PRKAR2B,PTGER2,RGS10,RGS18,RGS2,TDP2	
CGAS-STING Signaling Pathway	1.91E00	1.29E-01	-1.414	CASP1,CDKN1A,ICAM1,IL1B,IRF1,MAP1LC3B,MAP1LC3B2,NFKBIA,NLRP3,PYCARD,STAT1,STAT6,TGFB1,TNFSF10,TNFSF13B,TNFSF14,TNFSF4,ZBP1	
TAK1-dependent IKK and NF-kappa-B activation	1.9E00	1.82E-01	-1.414	APP,HMGB1,N4BP1,NFKBIA,NFKBIB,S100A12,UBC,UBE2N	
Signaling by Retinoic Acid	1.9E00	1.82E-01	0.000	DHRS3,DLD,FABP5,PDK1,PDK4,RARA,RARG,RDH11	
Clathrin-mediated endocytosis	1.9E00	1.31E-01	0.243	AP2A1,ARF6,ARPC2,ARPC3,ARRB2,CTTN,DAB2,DNM3,EGF,EPS15,LDLRAP1,NECAP2,PIP5K1C,SNX18,STON2,UBC,VAMP3	
PTEN Signaling	1.89E00	1.26E-01	-1.500	AKT3,BCL2L11,CDKN1A,CDKN1B,GSK3B,ILK,ITGA2,ITGB1,ITGB2,ITGB5,KRAS,PIK3CB,PTEN,PTK2,RAC2,RALB,RAP1B,RAP2B,RELB	
MIF-mediated Glucocorticoid Regulation	1.87E00	1.94E-01	-0.816	LY96,NFKBIA,NFKBIB,PLA2G12A,PLA2G4A,RELB,TLR4	
SUMOylation of intracellular receptors	1.87E00	2.14E-01	0.000	PIAS2,PPARG,RARA,SUMO1,SUMO3,THRB	
Ceramide Signaling	1.86E00	1.43E-01	-1.732	AKT3,FOS,JUN,KRAS,PIK3C3,PIK3CB,PPM1L,PPP2R5C,RALB,RAP1B,RAP2B,RELB,TNFRSF1A	
NER (Nucleotide Excision Repair, Enhanced Pathway)	1.86E00	1.43E-01	-0.302	COPS6,ERCC6,PCNA,POLE2,POLE4,POLR2J,POLR2K,POLR2L,RBX1,RPA1,RPA3,TOP2A,UBE2N	
COPII-mediated vesicle transport	1.85E00	1.53E-01	-0.302	ANKRD28,BET1,CD59,F5,LMAN2,SEC13,SEC24D,SERPINA1,TRAPPC1,TRAPPC6B,TRAPPC9	
Estrogen-Dependent Breast Cancer Signaling	1.83E00	1.46E-01	0.000	AKT3,CREB5,FOS,HSD17B11,JUN,KRAS,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B,RELB	
SUMOylation of nuclear envelope proteins	1.83E00	6.67E-01	NaN	RANGAP1,SUMO1	
NFE2L2 regulating TCA cycle genes	1.83E00	6.67E-01	NaN	IDH1,ME1	
1D-myo-inositol Hexakisphosphate Biosynthesis V (from Ins(1,3,4)P3)	1.83E00	6.67E-01	NaN	IPMK,ITPK1	
Synaptic adhesion-like molecules	1.82E00	2.38E-01	0.447	DLG1,FLOT1,FLOT2,PTPRF,PTPRS	
ERBB Signaling	1.79E00	1.4E-01	-0.277	EGF,FOS,GSK3B,JUN,KRAS,NCK2,PAK1,PAK2,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B	
Apelin Pancreas Signaling Pathway	1.79E00	1.74E-01	0.378	DDIT3,PIK3C3,PIK3CB,PRKAA1,PRKACB,PRKAR1A,PRKAR2B,RELB	
IL-23 Signaling Pathway	1.79E00	1.74E-01	1.890	AKT3,IL1B,NFKBIA,PIK3C3,PIK3CB,RELB,RUNX1,SOCS3	
IL-17 Signaling	1.78E00	1.18E-01	-0.853	AKT3,CEBPB,CXCL5,FOS,GSK3B,HSP90AA1,HSP90B1,IL1B,JUN,KRAS,MMP9,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B,SRSF1,TGFB1,TNFSF10,TNFSF13B,TNFSF14,TNFSF4	
Synaptic Long Term Depression	1.78E00	1.16E-01	2.400	GNAI3,GNAO1,GNAQ,GNAS,GNAZ,GUCY1A1,GUCY1B1,ITPR1,ITPR2,KRAS,PLA2G12A,PLA2G4A,PLAAT1,PLCB4,PLCH1,PNPLA8,PPM1L,PPP2R5C,PRDX6,PRKG1,RALB,RAP1B,RAP2B	
Antioxidant Action of Vitamin C	1.76E00	1.32E-01	0.333	CSF2RB,GLRX,NFKBIA,NFKBIB,PLA2G12A,PLA2G4A,PLAAT1,PLCB4,PLCH1,PLD1,PNPLA8,PRDX6,RELB,SLC2A5,TXN	
Role of MAPK Signaling in the Pathogenesis of Influenza	1.76E00	1.43E-01	NaN	AKT3,CCL5,KRAS,MAP3K5,PLA2G12A,PLA2G4A,PLAAT1,PNPLA8,PRDX6,RALB,RAP1B,RAP2B	
PEDF Signaling	1.76E00	1.43E-01	0.333	AKT3,KRAS,NFKBIA,NFKBIB,PIK3C3,PIK3CB,PPARG,RALB,RAP1B,RAP2B,RELB,ROCK2	
EPH-Ephrin signaling	1.75E00	1.38E-01	-0.277	ADAM10,AP2A1,ARPC2,ARPC3,LIMK2,MMP9,MYL12A,NCK2,PAK1,PAK2,PTK2,RASA1,ROCK2	
ERB2-ERBB3 Signaling	1.75E00	1.54E-01	0.707	CDKN1B,GSK3B,JUN,KRAS,PIK3C3,PIK3CB,PTEN,RALB,RAP1B,RAP2B	
Protein Sorting Signaling Pathway	1.74E00	1.18E-01	0.218	AP1M2,GNAQ,GNAS,GOLGA1,GUCY1A1,GUCY1B1,PLD1,PRKACB,PRKAR1A,PRKAR2B,RAB11A,RAB11FIP1,SACM1L,SEC13,SEC24D,SNX10,SNX18,SNX20,SNX27,VPS29,WASHC3	
Protein ubiquitination	1.73E00	2E-01	0.000	UBC,UBE2D1,UBE2E3,UBE2K,UBE2Q2,UBE2S	
Tumor Microenvironment Pathway	1.71E00	1.17E-01	-0.447	AKT3,ARG1,EGF,FN1,FOS,ICAM1,IL1B,JUN,KRAS,LEPR,MMP8,MMP9,PDGFA,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B,RELB,TGFB1,TNFRSF1A	
Mitotic Telophase/Cytokinesis	1.71E00	2.67E-01	NaN	KIF20A,PLK1,PTGER2,RAD21	
Response of EIF2AK1 (HRI) to heme deficiency	1.71E00	2.67E-01	-2.000	CEBPB,DDIT3,EIF2S1,EIF2S2	
Telomere Extension by Telomerase	1.71E00	2.67E-01	NaN	HNRNPA2B1,NBN,XRCC5,XRCC6	
SUMOylation of DNA damage response and repair proteins	1.69E00	1.45E-01	-0.302	NUP214,NUP50,PHC3,PIAS2,RAD21,RNF168,RPA1,SEC13,SP100,SUMO1,SUMO3	
Tight Junction Signaling	1.69E00	1.17E-01	NaN	AKT3,CLDN5,FOS,JAM3,JUN,MYLK,PALS1,PARD3,PPM1L,PPP2R5C,PRKACB,PRKAR1A,PRKAR2B,PTEN,RAB13,RELB,TGFB1,TNFRSF1A,VAMP3,VASP,VCL	
CD40 Signaling	1.66E00	1.49E-01	0.707	FOS,ICAM1,JUN,NFKBIA,NFKBIB,PIK3C3,PIK3CB,PTGS1,RELB,TNFAIP3	
mTOR Signaling	1.66E00	1.12E-01	0.500	AKT3,DDIT4,EIF3M,EIF4EBP2,EIF4G3,IRS1,KRAS,PIK3C3,PIK3CB,PLD1,PPM1L,PPP2R5C,PRKAA1,RAC2,RALB,RAP1B,RAP2B,RHEB,RHOG,RPS2,RPS24,RPS6,RPS6KC1,RPSA	
Cristae formation	1.66E00	1.94E-01	-0.816	ATP5F1B,ATP5ME,ATP5PB,HSPA9,MT-ATP6,MT-ATP8	
Endosomal Sorting Complex Required For Transport (ESCRT)	1.66E00	1.94E-01	-1.633	CHMP2A,CHMP2B,CHMP4B,SNF8,UBC,VPS37A	
Signaling by CSF1 (M-CSF) in myeloid cells	1.66E00	1.94E-01	-0.816	GAB2,GRAP2,KRAS,PIK3CB,STAT1,UBC	
MyD88 dependent cascade initiated on endosome	1.66E00	1.94E-01	-2.449	LY96,MYD88,PELI1,TLR4,UBC,UBE2N	
Metabolism of porphyrins	1.65E00	2.17E-01	-1.342	ALAD,ALAS1,CPOX,FABP1,GSTA1	
Vitamin-C Transport	1.65E00	2.17E-01	NaN	GLRX,LRRC8B,LRRC8D,STOM,TXN	
Xenobiotic Metabolism AHR Signaling Pathway	1.65E00	1.38E-01	0.302	CYP1B1,GSTA1,GSTP1,HSP90AA1,HSP90B1,IL1B,MGST1,NCOA2,NQO2,NRIP1,RELB,SUMO1	
Cancer Drug Resistance by Drug Efflux	1.64E00	1.55E-01	0.707	AKT3,KRAS,PDK1,PIK3CB,PTEN,RALB,RAP1B,RAP2B,YBX1	
Interleukin-1 processing	1.64E00	3.33E-01	NaN	CASP1,CTSG,IL1B	
Heme Biosynthesis II	1.64E00	3.33E-01	NaN	ALAD,ALAS1,CPOX	
Virus Entry via Endocytic Pathways	1.63E00	1.27E-01	NaN	AP1M2,AP2A1,AP5B1,B2M,ITGA2,ITGB1,ITGB2,ITGB5,KRAS,PIK3C3,PIK3CB,RAC2,RALB,RAP1B,RAP2B	
TP53 Regulates Transcription of Cell Cycle Genes	1.63E00	1.63E-01	-2.121	BTG2,CCNA2,CDK1,CDKN1A,CDKN1B,CNOT7,PCNA,PLK3	
PFKFB4 Signaling Pathway	1.63E00	1.63E-01	0.378	CREB5,GNAS,HK2,PRKACB,PRKAR1A,PRKAR2B,TGFB1,TKT	
Th1 and Th2 Activation Pathway	1.62E00	1.16E-01	NaN	ACVR1,ACVR2A,CCR1,GFI1,HLA-DOA,ICAM1,IFNAR1,IFNGR2,IRF1,ITGB2,JUN,NFIL3,PIK3C3,PIK3CB,SOCS3,SPI1,STAT1,STAT6,TGFB1,TNFSF4	
Acetylcholine Receptor Signaling Pathway	1.62E00	1.13E-01	3.838	ADAM10,ADAM9,AKT3,CALM1 (includes others),CASP1,CASP4,CREB5,GNAI3,GNAO1,GNAQ,GUCY1A1,GUCY1B1,ITPR1,ITPR2,KCNJ2,PIK3C3,PIK3CB,PLCB4,PLCH1,PRKACB,PRKAR1A,PRKAR2B	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	1.62E00	1.13E-01	NaN	CCL5,COL17A1,COL24A1,EGF,FN1,ICAM1,IFNAR1,IFNGR2,IL18RAP,IL1B,KLF6,LEPR,LY96,MMP9,PDGFA,RELB,SMAD2,STAT1,TGFB1,TIMP2,TLR4,TNFRSF1A	
Extrinsic Prothrombin Activation Pathway	1.61E00	2.5E-01	NaN	F13A1,F5,FGB,PROS1	
PIP3 activates AKT signaling	1.61E00	1.21E-01	0.243	AKT3,CDKN1A,CDKN1B,EGF,GAB2,GSK3B,IER3,IRS1,MYD88,PDGFA,PIK3CB,PIP4K2A,PIP5K1C,PPP2R5C,PTEN,RAC2,RHOG	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	1.6E00	1.1E-01	NaN	ACVR1,ACVR2A,AKT3,ALPL,BMP6,CALM1 (includes others),CHP1,FOS,GSK3B,IL18RAP,IL1B,IL1RN,IL7,JUN,MAP3K5,MMP8,NAIP,NFAT5,NFKBIA,NFKBIB,PIK3C3,PIK3CB,PPP3R1,TGFB1,TNFRSF1A	
RIPK1-mediated regulated necrosis	1.6E00	1.88E-01	-2.449	FLOT1,FLOT2,HSP90AA1,PELI1,TNFSF10,UBC	
MYC Mediated Apoptosis Signaling	1.58E00	1.6E-01	0.707	BCL2L11,BID,MAX,MCL1,PRKACB,PRKAR1A,PRKAR2B,TNFRSF1A	
DAG and IP3 signaling	1.58E00	1.71E-01	1.342	CALM1 (includes others),ITPR1,ITPR2,KPNA2,PRKACB,PRKAR1A,PRKAR2B	
Glycogen metabolism	1.58E00	2.08E-01	0.447	CALM1 (includes others),GYG1,PHKB,PYGB,UBC	
Sphingosine-1-phosphate Signaling	1.57E00	1.25E-01	2.309	AKT3,CASP1,CASP4,GNAI3,GNAQ,GUCY1A1,GUCY1B1,PDGFA,PIK3C3,PIK3CB,PLCB4,PLCH1,PTK2,RAC2,RHOG	
Type II Diabetes Mellitus Signaling	1.55E00	1.18E-01	0.577	ACSBG1,ACSL1,AKT3,CD36,CEBPB,IRS1,ITPR1,ITPR2,MAP3K5,NFKBIA,NFKBIB,PIK3C3,PIK3CB,PPARG,PRKAA1,RELB,SOCS3,TNFRSF1A	
G alpha (12/13) signalling events	1.54E00	1.38E-01	0.302	ARHGEF12,ECT2,FGD4,GNB1,GNB2,GNB5,GNG10,GNG11,GNG2,GNG5,ROCK2	
Sleep REM Signaling Pathway	1.53E00	1.26E-01	0.535	CREB5,EGR1,FOS,GADD45B,IL1B,PRKACB,PRKAR1A,PRKAR2B,RPS6KC1,TGFB1,TNFSF10,TNFSF13B,TNFSF14,TNFSF4	
DAP12 interactions	1.53E00	1.67E-01	-0.378	B2M,CLEC5A,GRAP2,KRAS,PIK3CB,SIRPB1,TYROBP	
FXR/RXR Activation	1.52E00	1.12E-01	0.655	AKT3,DDIT3,GCLM,GSTA1,GSTP1,HMGB1,ICAM1,IL1B,IL1RN,LIPC,MGST1,NLRP3,PPARG,PRKAA1,RARA,SOCS3,TGFB1,TNFSF10,TNFSF13B,TNFSF14,TNFSF4	
Neurovascular Coupling Signaling Pathway	1.52E00	1.08E-01	1.400	APP,CALM1 (includes others),ENTPD7,GNAQ,GRINA,GUCY1A1,GUCY1B1,ITPR1,ITPR2,KCNJ15,KCNJ2,P2RY1,PLA2G12A,PLA2G4A,PLAAT1,PLCB4,PNPLA8,PPP1CB,PRDX6,PRKACB,PRKAR1A,PRKAR2B,PRKG1,PTGS1,ROCK2	
RAN Signaling	1.52E00	2.35E-01	-2.000	KPNA2,KPNA4,RANBP1,RANGAP1	
Agranulocyte Adhesion and Diapedesis	1.51E00	1.1E-01	NaN	C5AR1,CCL5,CCR1,CLDN5,CXCL5,CXCR1,CXCR2,FN1,GNAI3,ICAM1,IL1B,IL1RN,ITGB1,ITGB2,JAM3,MMP8,MMP9,PF4,PPBP,SDC4,SELL,SELPLG,TNFRSF1A	
